PDB ID,UniProt Accession,EC ID,Enzyme Name
5j71,Q15119,2.7.11.2,[pyruvate dehydrogenase (acetyl-transferring)] kinase
3crk,Q64536,2.7.11.2,[pyruvate dehydrogenase (acetyl-transferring)] kinase
2pnr,Q15120,2.7.11.2,[pyruvate dehydrogenase (acetyl-transferring)] kinase
4e01,Q00972,2.7.11.4,[3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase
3lkm,P42527,2.7.11.7,[myosin heavy-chain] kinase
4kik,O14920,2.7.11.10,IkappaB kinase
1fot,P06244,2.7.11.11,cAMP-dependent protein kinase
5vi9,P00517,2.7.11.11,cAMP-dependent protein kinase
4wih,P25321,2.7.11.11,cAMP-dependent protein kinase
4wb7,P17612,2.7.11.11,cAMP-dependent protein kinase
3idb,P05132,2.7.11.11,cAMP-dependent protein kinase
5l0n,Q13976,2.7.11.12,cGMP-dependent protein kinase
5jix,Q13237,2.7.11.12,cGMP-dependent protein kinase
5e16,Q8I719,2.7.11.12,cGMP-dependent protein kinase
3twy,P05696,2.7.11.13,protein kinase C
3pfq,P68403,2.7.11.13,protein kinase C
2coa,Q9BZL6,2.7.11.13,protein kinase C
1yrk,Q05655,2.7.11.13,protein kinase C
3uej,P28867,2.7.11.13,protein kinase C
1gmi,P09216,2.7.11.13,protein kinase C
2e73,P05129,2.7.11.13,protein kinase C
1tbn,P63319,2.7.11.13,protein kinase C
5li9,P41743,2.7.11.13,protein kinase C
5f9e,Q04759,2.7.11.13,protein kinase C
4mjs,P09217,2.7.11.13,protein kinase C
4otd,Q16512,2.7.11.13,protein kinase C
4pni,P28327,2.7.11.14,rhodopsin kinase
5ukl,P25098,2.7.11.15,[beta-adrenergic-receptor] kinase
4yhj,P32298,2.7.11.16,[G-protein-coupled receptor] kinase
4wnk,P43249,2.7.11.16,[G-protein-coupled receptor] kinase
4tnd,P34947,2.7.11.16,[G-protein-coupled receptor] kinase
3nyn,P43250,2.7.11.16,[G-protein-coupled receptor] kinase
2jam,Q96NX5,2.7.11.17,calcium/calmodulin-dependent protein kinase
6of8,Q9UQM7,2.7.11.17,calcium/calmodulin-dependent protein kinase
3kk8,O62305,2.7.11.17,calcium/calmodulin-dependent protein kinase
2wel,Q13557,2.7.11.17,calcium/calmodulin-dependent protein kinase
2zv2,Q96RR4,2.7.11.17,calcium/calmodulin-dependent protein kinase
4oy4,P11799,2.7.11.18,[myosin light-chain] kinase
2cqv,Q15746,2.7.11.18,[myosin light-chain] kinase
1phk,P00518,2.7.11.19,phosphorylase kinase
4x9r,P53350,2.7.11.21,polo kinase
4rs6,Q9NYY3,2.7.11.21,polo kinase
4g7n,O97143,2.7.11.21,polo kinase
4yyp,O00444,2.7.11.21,polo kinase
1mby,Q64702,2.7.11.21,polo kinase
5efq,Q14004,2.7.11.22,cyclin-dependent kinase
6gu2,P06493,2.7.11.22,cyclin-dependent kinase
6guk,P24941,2.7.11.22,cyclin-dependent kinase
3g33,P11802,2.7.11.22,cyclin-dependent kinase
2f2c,Q00534,2.7.11.22,cyclin-dependent kinase
5xs2,P49336,2.7.11.22,cyclin-dependent kinase
4ogr,P50750,2.7.11.22,cyclin-dependent kinase
4aaa,Q92772,2.7.11.22,cyclin-dependent kinase
4krd,P17157,2.7.11.22,cyclin-dependent kinase
5efq,Q14004,2.7.11.23,[RNA-polymerase]-subunit kinase
6gu2,P06493,2.7.11.23,[RNA-polymerase]-subunit kinase
5xs2,P49336,2.7.11.23,[RNA-polymerase]-subunit kinase
4ogr,P50750,2.7.11.23,[RNA-polymerase]-subunit kinase
5a4e,Q13627,2.7.11.23,[RNA-polymerase]-subunit kinase
2b9h,P16892,2.7.11.24,mitogen-activated protein kinase
5wp1,P28482,2.7.11.24,mitogen-activated protein kinase
6dcg,P63086,2.7.11.24,mitogen-activated protein kinase
4ic7,Q13164,2.7.11.24,mitogen-activated protein kinase
2xrw,P45983,2.7.11.24,mitogen-activated protein kinase
6emh,P53779,2.7.11.24,mitogen-activated protein kinase
3lff,Q16539,2.7.11.24,mitogen-activated protein kinase
2oza,P47811,2.7.11.24,mitogen-activated protein kinase
1k8r,P28829,2.7.11.25,mitogen-activated protein kinase kinase kinase
5k26,Q16584,2.7.11.25,mitogen-activated protein kinase kinase kinase
5cen,Q12852,2.7.11.25,mitogen-activated protein kinase kinase kinase
4g3f,Q9WUL6,2.7.11.25,mitogen-activated protein kinase kinase kinase
2npt,Q9Y2U5,2.7.11.25,mitogen-activated protein kinase kinase kinase
2c60,Q99759,2.7.11.25,mitogen-activated protein kinase kinase kinase
6e2n,Q99683,2.7.11.25,mitogen-activated protein kinase kinase kinase
5v5n,O43318,2.7.11.25,mitogen-activated protein kinase kinase kinase
4y85,P41279,2.7.11.25,mitogen-activated protein kinase kinase kinase
1x9x,P23561,2.7.11.25,mitogen-activated protein kinase kinase kinase
4f2l,P54645,2.7.11.26,[tau protein] kinase
4pte,P49841,2.7.11.26,[tau protein] kinase
6gzm,P48730,2.7.11.26,[tau protein] kinase
3ose,Q9P0L2,2.7.11.26,[tau protein] kinase
1phk,P00518,2.7.11.26,[tau protein] kinase
4fao,P37023,2.7.11.30,receptor protein serine/threonine kinase
6eix,Q04771,2.7.11.30,receptor protein serine/threonine kinase
1bte,P27038,2.7.11.30,receptor protein serine/threonine kinase
4fao,Q13705,2.7.11.30,receptor protein serine/threonine kinase
1nyu,P38445,2.7.11.30,receptor protein serine/threonine kinase
3g2f,Q13873,2.7.11.30,receptor protein serine/threonine kinase
2h62,P36894,2.7.11.30,receptor protein serine/threonine kinase
3mdy,O00238,2.7.11.30,receptor protein serine/threonine kinase
5e8s,P36897,2.7.11.30,receptor protein serine/threonine kinase
5qin,P37173,2.7.11.30,receptor protein serine/threonine kinase
4f2l,P54645,2.7.11.31,[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase
2h6d,P54646,2.7.11.31,[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase
2wqm,Q8TDX7,2.7.11.34,NEK6-subfamily protein kinase
1z57,P49759,2.7.12.1,dual-specificity kinase
2eu9,P49761,2.7.12.1,dual-specificity kinase
5a4e,Q13627,2.7.12.1,dual-specificity kinase
3kvw,Q92630,2.7.12.1,dual-specificity kinase
6c4u,P22216,2.7.12.1,dual-specificity kinase
5ap1,P33981,2.7.12.1,dual-specificity kinase
4an3,Q02750,2.7.12.2,mitogen-activated protein kinase kinase
5kkr,P29678,2.7.12.2,mitogen-activated protein kinase kinase
1s9i,P36507,2.7.12.2,mitogen-activated protein kinase kinase
3vut,P45985,2.7.12.2,mitogen-activated protein kinase kinase
4ic7,Q13163,2.7.12.2,mitogen-activated protein kinase kinase
3fme,P52564,2.7.12.2,mitogen-activated protein kinase kinase
5b2l,O14733,2.7.12.2,mitogen-activated protein kinase kinase
2vkn,P08018,2.7.12.2,mitogen-activated protein kinase kinase
3t4l,Q9C5U0,2.7.13.3,histidine kinase
4euk,Q3S4A7,2.7.13.3,histidine kinase
2ksd,P0AEC3,2.7.13.3,histidine kinase
3iqt,P0AEC6,2.7.13.3,histidine kinase
5ajg,Q9RZA4,2.7.13.3,histidine kinase
3nhq,Q9HWR3,2.7.13.3,histidine kinase
4q0c,P16575,2.7.13.3,histidine kinase
1eay,P07363,2.7.13.3,histidine kinase
1i5n,P09384,2.7.13.3,histidine kinase
4jpb,Q56310,2.7.13.3,histidine kinase
2j48,Q9KHI5,2.7.13.3,histidine kinase
2j80,P52687,2.7.13.3,histidine kinase
5lnn,O22267,2.7.13.3,histidine kinase
4biz,P0AE82,2.7.13.3,histidine kinase
4gkg,P13633,2.7.13.3,histidine kinase
3by8,P0AEC8,2.7.13.3,histidine kinase
3ehh,O34757,2.7.13.3,histidine kinase
2w3g,P9WGK3,2.7.13.3,histidine kinase
4q20,Q9RQQ9,2.7.13.3,histidine kinase
3zxq,P9WGK1,2.7.13.3,histidine kinase
5b1n,P0AEJ4,2.7.13.3,histidine kinase
4mtx,Q38846,2.7.13.3,histidine kinase
4pl9,P49333,2.7.13.3,histidine kinase
4gcz,P23222,2.7.13.3,histidine kinase
1d06,P10955,2.7.13.3,histidine kinase
4y2f,P21865,2.7.13.3,histidine kinase
2vlg,P16497,2.7.13.3,histidine kinase
4jgp,O31671,2.7.13.3,histidine kinase
3c38,Q9KLK7,2.7.13.3,histidine kinase
2hje,P54302,2.7.13.3,histidine kinase
4r3a,Q2NB77,2.7.13.3,histidine kinase
3ezi,P0AFA2,2.7.13.3,histidine kinase
3bbb,P22392,2.7.13.3,histidine kinase
2gj3,P30663,2.7.13.3,histidine kinase
1r62,P0AFB5,2.7.13.3,histidine kinase
2ykf,P9WGL5,2.7.13.3,histidine kinase
3kyz,Q04804,2.7.13.3,histidine kinase
6a8u,P23837,2.7.13.3,histidine kinase
3cwf,P23545,2.7.13.3,histidine kinase
2vea,Q55168,2.7.13.3,histidine kinase
3jz3,P40719,2.7.13.3,histidine kinase
2ayz,P0DMC5,2.7.13.3,histidine kinase
3m6m,P0C0F6,2.7.13.3,histidine kinase
1t4y,Q06904,2.7.13.3,histidine kinase
2r25,P39928,2.7.13.3,histidine kinase
5hwv,A5W4E3,2.7.13.3,histidine kinase
3i9w,P39453,2.7.13.3,histidine kinase
4gt8,Q7A2Q0,2.7.13.3,histidine kinase
3sl2,Q45614,2.7.13.3,histidine kinase
4ywz,A6QD58,2.7.13.3,histidine kinase
4mn5,Q9RDT3,2.7.13.3,histidine kinase
1gmx,P0A6V5,2.8.1.1,thiosulfate sulfurtransferase
2jtq,P23857,2.8.1.1,thiosulfate sulfurtransferase
1tq1,Q39129,2.8.1.1,thiosulfate sulfurtransferase
1e0c,P52197,2.8.1.1,thiosulfate sulfurtransferase
3utn,Q08686,2.8.1.1,thiosulfate sulfurtransferase
2wlr,P78067,2.8.1.1,thiosulfate sulfurtransferase
1urh,P31142,2.8.1.2,3-mercaptopyruvate sulfurtransferase
5wqj,Q99J99,2.8.1.2,3-mercaptopyruvate sulfurtransferase
2c5s,Q81KU0,2.8.1.4,tRNA uracil 4-sulfurtransferase
4kr6,Q9X220,2.8.1.4,tRNA uracil 4-sulfurtransferase
1r30,P12996,2.8.1.6,biotin synthase
4q75,Q93WX6,2.8.1.7,cysteine desulfurase
4lw4,Q46925,2.8.1.7,cysteine desulfurase
4hvk,O29689,2.8.1.7,cysteine desulfurase
3lvm,P0A6B9,2.8.1.7,cysteine desulfurase
5wkp,Q9Y697,2.8.1.7,cysteine desulfurase
5j8q,O32164,2.8.1.7,cysteine desulfurase
1tyg,O31618,2.8.1.10,thiazole synthase
5z9y,P9WG73,2.8.1.10,thiazole synthase
3i2v,O95396,2.8.1.11,molybdopterin synthase sulfurtransferase
2omd,O67928,2.8.1.12,molybdopterin synthase
1fm0,P30749,2.8.1.12,molybdopterin synthase
3rpf,P56422,2.8.1.12,molybdopterin synthase
2q5w,P65401,2.8.1.12,molybdopterin synthase
5mpo,O96007,2.8.1.12,molybdopterin synthase
2hma,Q97T38,2.8.1.13,tRNA-uridine 2-sulfurtransferase
3kpb,Q57564,2.8.1.16,L-aspartate semialdehyde sulfurtransferase
2reo,Q6IMI6,2.8.2.1,aryl sulfotransferase
2reo,Q6IMI6,2.8.2.2,alcohol sulfotransferase
1j99,Q06520,2.8.2.2,alcohol sulfotransferase
1nst,P52848,2.8.2.8,[heparan sulfate]-glucosamine N-sulfotransferase
1j99,Q06520,2.8.2.14,bile-salt sulfotransferase
5wri,O60507,2.8.2.20,protein-tyrosine sulfotransferase
3uan,O35310,2.8.2.23,[heparan sulfate]-glucosamine 3-sulfotransferase 1
2ovb,Q8KLM3,2.8.2.36,desulfo-A47934 sulfotransferase
3k6m,Q29551,2.8.3.5,3-oxoacid CoA-transferase
2ahu,Q8X5X6,2.8.3.8,acetate CoA-transferase
1poi,Q59111,2.8.3.12,glutaconate CoA-transferase
1poi,Q59112,2.8.3.12,glutaconate CoA-transferase
1q7e,P69902,2.8.3.16,formyl-CoA transferase
1xk7,P31572,2.8.3.21,L-carnitine CoA-transferase
5a0y,P11558,2.8.4.1,coenzyme-B sulfoethylthiotransferase
5a0y,P11560,2.8.4.1,coenzyme-B sulfoethylthiotransferase
5a0y,P11562,2.8.4.1,coenzyme-B sulfoethylthiotransferase
3rh0,P0DKS7,2.8.4.2,arsenate-mycothiol transferase
4jc0,Q9X2H6,2.8.4.4,[ribosomal protein uS12] (aspartate(89)-C(3))-methylthiotransferase
1h32,Q939U1,2.8.5.2,L-cysteine S-thiosulfotransferase
3oa8,D7A6E5,2.8.5.2,L-cysteine S-thiosulfotransferase
3wco,O67140,2.9.1.1,L-seryl-tRNA(Sec) selenium transferase
4zdo,Q9HD40,2.9.1.2,O-phospho-L-seryl-tRNA(Sec):L-selenocysteinyl-tRNA synthase
2z67,Q6LZM9,2.9.1.2,O-phospho-L-seryl-tRNA(Sec):L-selenocysteinyl-tRNA synthase
3bc8,Q6P6M7,2.9.1.2,O-phospho-L-seryl-tRNA(Sec):L-selenocysteinyl-tRNA synthase
1jlj,Q9NQX3,2.10.1.1,molybdopterin molybdotransferase
6fgd,Q03555,2.10.1.1,molybdopterin molybdotransferase
1g8l,P12281,2.10.1.1,molybdopterin molybdotransferase
2o7r,Q0ZPV7,3.1.1.1,carboxylesterase
5a7g,P23141,3.1.1.1,carboxylesterase
1auo,Q53547,3.1.1.1,carboxylesterase
3kvn,O33407,3.1.1.1,carboxylesterase
1tqh,Q06174,3.1.1.1,carboxylesterase
5l2p,B5BLW5,3.1.1.2,arylesterase
5tif,P0ADA1,3.1.1.2,arylesterase
2bce,P30122,3.1.1.3,triacylglycerol lipase
5cta,P37957,3.1.1.3,triacylglycerol lipase
3guu,W3VKA4,3.1.1.3,triacylglycerol lipase
5a71,P41365,3.1.1.3,triacylglycerol lipase
1k8q,P80035,3.1.1.3,triacylglycerol lipase
1lpb,P16233,3.1.1.3,triacylglycerol lipase
1bu8,P54318,3.1.1.3,triacylglycerol lipase
4fkb,Q5U780,3.1.1.3,triacylglycerol lipase
1ys1,P22088,3.1.1.3,triacylglycerol lipase
1qge,P0DUB9,3.1.1.3,triacylglycerol lipase
3tgl,P19515,3.1.1.3,triacylglycerol lipase
2hih,P04635,3.1.1.3,triacylglycerol lipase
5mal,Q93MW7,3.1.1.3,triacylglycerol lipase
1qd5,P0A921,3.1.1.4,phospholipase A2
1g4i,P00593,3.1.1.4,phospholipase A2
6iej,P49147,3.1.1.4,phospholipase A2
1cjy,P47712,3.1.1.4,phospholipase A2
1bun,P00617,3.1.1.4,phospholipase A2
5owc,O15496,3.1.1.4,phospholipase A2
1poc,P00630,3.1.1.4,phospholipase A2
4x90,Q8NCC3,3.1.1.4,phospholipase A2
2wg7,Q9XG81,3.1.1.4,phospholipase A2
4dpz,Q9NWW9,3.1.1.4,phospholipase A2
6iej,P49147,3.1.1.5,lysophospholipase
1cjy,P47712,3.1.1.5,lysophospholipase
4x90,Q8NCC3,3.1.1.5,lysophospholipase
5tif,P0ADA1,3.1.1.5,lysophospholipase
2bce,P30122,3.1.1.6,acetylesterase
6g1u,P04058,3.1.1.7,acetylcholinesterase
2nsp,P0C1A9,3.1.1.11,pectinesterase
1gq8,P83218,3.1.1.11,pectinesterase
4pmh,E7CIP7,3.1.1.11,pectinesterase
2bce,P30122,3.1.1.13,sterol esterase
5a7g,P23141,3.1.1.13,sterol esterase
3pe6,Q99685,3.1.1.23,acylglycerol lipase
4zwn,P28321,3.1.1.23,acylglycerol lipase
3rm3,P82597,3.1.1.23,acylglycerol lipase
3ovg,Q4A724,3.1.1.25,"1,4-lactonase"
1bu8,P54318,3.1.1.26,galactolipase
3aj3,Q988B9,3.1.1.27,4-pyridoxolactonase
2rtx,P40711,3.1.1.29,peptidyl-tRNA hydrolase
5oom,Q14197,3.1.1.29,peptidyl-tRNA hydrolase
1wn2,O74017,3.1.1.29,peptidyl-tRNA hydrolase
4qt4,B5XIP6,3.1.1.29,peptidyl-tRNA hydrolase
5zx8,Q5SHZ2,3.1.1.29,peptidyl-tRNA hydrolase
6nau,A6T6J6,3.1.1.31,6-phosphogluconolactonase
1vl1,Q9X0N8,3.1.1.31,6-phosphogluconolactonase
2hih,P04635,3.1.1.32,phospholipase A1
1qd5,P0A921,3.1.1.32,phospholipase A1
4qnn,A0A0M3KKW3,3.1.1.32,phospholipase A1
4x90,Q8NCC3,3.1.1.32,phospholipase A1
4dpz,Q9NWW9,3.1.1.32,phospholipase A1
1l7a,P94388,3.1.1.41,cephalosporin-C deacetylase
1zi8,P0A114,3.1.1.45,carboxymethylenebutenolidase
1vyh,P68402,3.1.1.47,1-alkyl-2-acetylglycerophosphocholine esterase
1es9,Q29460,3.1.1.47,1-alkyl-2-acetylglycerophosphocholine esterase
3d59,Q13093,3.1.1.47,1-alkyl-2-acetylglycerophosphocholine esterase
5a7g,P23141,3.1.1.56,methylumbelliferyl-acetate deacetylase
4di9,O87170,3.1.1.57,"2-pyrone-4,6-dicarboxylate lactonase"
1chd,P04042,3.1.1.61,protein-glutamate methylesterase
2f9z,Q9X005,3.1.1.61,protein-glutamate methylesterase
5bn1,Q09LX1,3.1.1.72,acetylxylan esterase
1g66,O59893,3.1.1.72,acetylxylan esterase
1l7a,P94388,3.1.1.72,acetylxylan esterase
2waa,B3PIB0,3.1.1.72,acetylxylan esterase
2w9x,B3PDE5,3.1.1.72,acetylxylan esterase
2wao,P10477,3.1.1.72,acetylxylan esterase
4ly4,B5ZA76,3.1.1.72,acetylxylan esterase
1uwc,O42807,3.1.1.73,feruloyl esterase
3qpa,P00590,3.1.1.74,cutinase
4psc,A0A024SC78,3.1.1.74,cutinase
2erv,Q9HVD1,3.1.1.77,acyloxyacyl hydrolase
3dha,P0CJ63,3.1.1.81,quorum-quenching N-acyl-homoserine lactonase
3i2k,Q9L9D7,3.1.1.84,cocaine esterase
4nmw,Q8ZLI9,3.1.1.85,pimeloyl-[acyl-carrier protein] methyl ester esterase
1k7c,Q00017,3.1.1.86,rhamnogalacturonan acetylesterase
3c5w,Q9Y570,3.1.1.89,protein phosphatase methylesterase-1
1q0r,Q54528,3.1.1.95,aclacinomycin methylesterase
1yqe,O29630,3.1.1.96,D-aminoacyl-tRNA deacylase
2gfq,O57774,3.1.1.96,D-aminoacyl-tRNA deacylase
1jke,P0A6M4,3.1.1.96,D-aminoacyl-tRNA deacylase
4nbi,Q8IIS0,3.1.1.96,D-aminoacyl-tRNA deacylase
6eqe,A0A0K8P6T7,3.1.1.101,poly(ethylene terephthalate) hydrolase
3ovg,Q4A724,3.1.1.104,"5-phospho-D-xylono-1,4-lactonase"
3mil,P41734,3.1.1.112,isoamyl acetate esterase
5efz,Q0MRG5,3.1.1.113,ethyl acetate hydrolase
4g4g,G2QJR6,3.1.1.117,(4-O-methyl)-D-glucuronate--lignin esterase
4do7,A0A0H3KNC4,3.1.1.120,"L-fucono-1,5-lactonase"
4moc,Q8WYK0,3.1.2.1,acetyl-CoA hydrolase
3fo5,Q8WXI4,3.1.2.2,palmitoyl-CoA hydrolase
3f5o,Q9NPJ3,3.1.2.2,palmitoyl-CoA hydrolase
3hlk,P49753,3.1.2.2,palmitoyl-CoA hydrolase
2v1o,Q91V12,3.1.2.2,palmitoyl-CoA hydrolase
2pfc,P9WM67,3.1.2.2,palmitoyl-CoA hydrolase
5mal,Q93MW7,3.1.2.2,palmitoyl-CoA hydrolase
1tbu,P41903,3.1.2.2,palmitoyl-CoA hydrolase
5tif,P0ADA1,3.1.2.2,palmitoyl-CoA hydrolase
4ae8,Q5T1C6,3.1.2.2,palmitoyl-CoA hydrolase
1qh5,Q16775,3.1.2.6,hydroxyacylglutathione hydrolase
2qed,Q8ZRM2,3.1.2.6,hydroxyacylglutathione hydrolase
2uv8,P07149,3.1.2.14,oleoyl-[acyl-carrier-protein] hydrolase
6nna,P49327,3.1.2.14,oleoyl-[acyl-carrier-protein] hydrolase
2png,P12785,3.1.2.14,oleoyl-[acyl-carrier-protein] hydrolase
4xjv,Q9NV23,3.1.2.14,oleoyl-[acyl-carrier-protein] hydrolase
5tif,P0ADA1,3.1.2.14,oleoyl-[acyl-carrier-protein] hydrolase
1c8u,P0AGG2,3.1.2.20,acyl-CoA hydrolase
2m76,Q8TCG5,3.1.2.22,palmitoyl-protein hydrolase
1fj2,O75608,3.1.2.22,palmitoyl-protein hydrolase
3u0v,Q5VWZ2,3.1.2.22,palmitoyl-protein hydrolase
1ei9,P45478,3.1.2.22,palmitoyl-protein hydrolase
1q4t,Q04416,3.1.2.23,4-hydroxybenzoyl-CoA thioesterase
1lo7,P56653,3.1.2.23,4-hydroxybenzoyl-CoA thioesterase
2hx5,Q7V4A7,3.1.2.28,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase"
4k00,Q55777,3.1.2.28,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase"
1vh5,P77781,3.1.2.28,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase"
3kuv,Q1EMV2,3.1.2.29,fluoroacetyl-CoA thioesterase
2vw8,P20581,3.1.2.32,2-aminobenzoylacetyl-CoA thioesterase
5tj3,Q9KJX5,3.1.3.1,alkaline phosphatase
5xwk,A1YYW7,3.1.3.1,alkaline phosphatase
2yeq,P42251,3.1.3.1,alkaline phosphatase
4kjd,P15693,3.1.3.1,alkaline phosphatase
3tg0,P00634,3.1.3.1,alkaline phosphatase
2b82,P0AE22,3.1.3.2,acid phosphatase
3tgh,Q8I2X3,3.1.3.2,acid phosphatase
5uq6,P09889,3.1.3.2,acid phosphatase
4joc,Q9NPH0,3.1.3.2,acid phosphatase
5jnt,P24666,3.1.3.2,acid phosphatase
6hwr,P80366,3.1.3.2,acid phosphatase
1nd6,P15309,3.1.3.2,acid phosphatase
4ij5,D3DFG8,3.1.3.3,phosphoserine phosphatase
1w53,P40399,3.1.3.3,phosphoserine phosphatase
3w42,P17906,3.1.3.3,phosphoserine phosphatase
1nnl,P78330,3.1.3.3,phosphoserine phosphatase
1l7m,Q58989,3.1.3.3,phosphoserine phosphatase
5is2,A0QJI1,3.1.3.3,phosphoserine phosphatase
3n28,Q9KPM2,3.1.3.3,phosphoserine phosphatase
1rku,Q9I2Y2,3.1.3.3,phosphoserine phosphatase
4fe3,Q9D020,3.1.3.5,5'-nucleotidase
4nv0,Q9W197,3.1.3.5,5'-nucleotidase
3ztv,P44569,3.1.3.5,5'-nucleotidase
4h2g,P21589,3.1.3.5,5'-nucleotidase
2c4n,P0AF24,3.1.3.5,5'-nucleotidase
3gve,O34313,3.1.3.5,5'-nucleotidase
1nd6,P15309,3.1.3.5,5'-nucleotidase
1l5x,Q8ZU79,3.1.3.5,5'-nucleotidase
2wqk,O67004,3.1.3.5,5'-nucleotidase
1j9j,P96112,3.1.3.5,5'-nucleotidase
1hp1,P07024,3.1.3.5,5'-nucleotidase
3gve,O34313,3.1.3.6,3'-nucleotidase
1jp4,Q9Z1N4,3.1.3.7,"3'(2'),5'-bisphosphate nucleotidase"
4qxd,C4M633,3.1.3.7,"3'(2'),5'-bisphosphate nucleotidase"
1ka1,P32179,3.1.3.7,"3'(2'),5'-bisphosphate nucleotidase"
5ipp,O34600,3.1.3.7,"3'(2'),5'-bisphosphate nucleotidase"
1qwo,O00092,3.1.3.8,3-phytase
3amr,O31097,3.1.3.8,3-phytase
2b0c,P0A8Y3,3.1.3.10,glucose-1-phosphatase
2pcr,O67791,3.1.3.11,fructose-bisphosphatase
1lbv,O30298,3.1.3.11,fructose-bisphosphatase
2p3n,O33832,3.1.3.11,fructose-bisphosphatase
1nuw,P00636,3.1.3.11,fructose-bisphosphatase
2gq1,P0A993,3.1.3.11,fructose-bisphosphatase
3t2c,B1YAL1,3.1.3.11,fructose-bisphosphatase
3roj,P73922,3.1.3.11,fructose-bisphosphatase
3big,P0A9C9,3.1.3.11,fructose-bisphosphatase
4ofz,A8NS89,3.1.3.12,trehalose-phosphatase
1u02,Q9HIW7,3.1.3.12,trehalose-phosphatase
2fpr,Q9S5G5,3.1.3.15,histidinol-phosphatase
4gc3,Q02150,3.1.3.15,histidinol-phosphatase
5zon,P95189,3.1.3.15,histidinol-phosphatase
3t4l,Q9C5U0,3.1.3.16,protein-serine/threonine phosphatase
1ohe,O60729,3.1.3.16,protein-serine/threonine phosphatase
1fpz,Q16667,3.1.3.16,protein-serine/threonine phosphatase
2ght,Q9GZU7,3.1.3.16,protein-serine/threonine phosphatase
5xjv,Q6B8I1,3.1.3.16,protein-serine/threonine phosphatase
2ouc,Q9Y6W6,3.1.3.16,protein-serine/threonine phosphatase
4ki9,Q9UNI6,3.1.3.16,protein-serine/threonine phosphatase
2wgp,O95147,3.1.3.16,protein-serine/threonine phosphatase
2vsw,Q9BY84,3.1.3.16,protein-serine/threonine phosphatase
4d3p,Q8WTR2,3.1.3.16,protein-serine/threonine phosphatase
6d66,P28562,3.1.3.16,protein-serine/threonine phosphatase
4woh,Q9NRW4,3.1.3.16,protein-serine/threonine phosphatase
4erc,Q9BVJ7,3.1.3.16,protein-serine/threonine phosphatase
2hcm,Q8BTR5,3.1.3.16,protein-serine/threonine phosphatase
3f81,P51452,3.1.3.16,protein-serine/threonine phosphatase
2g6z,Q16690,3.1.3.16,protein-serine/threonine phosphatase
1hzm,Q16828,3.1.3.16,protein-serine/threonine phosphatase
4rkk,O95278,3.1.3.16,protein-serine/threonine phosphatase
4xpz,Q9P376,3.1.3.16,protein-serine/threonine phosphatase
4jnd,P49594,3.1.3.16,protein-serine/threonine phosphatase
3ke6,P9WLZ7,3.1.3.16,protein-serine/threonine phosphatase
3kdj,P49597,3.1.3.16,protein-serine/threonine phosphatase
4yzg,P49599,3.1.3.16,protein-serine/threonine phosphatase
